Program-Year-Block,Course,Component,Day,Start,End,Room,Instructor
IT-1A,IT 100,IT 100_LEC_IT-1A,Thursday,16:00,17:00,LAB-004,TBA
IT-1A,IT 100,IT 100_LEC_IT-1A,Monday,08:00,09:00,LEC-002,TBA
IT-1A,IT 100,IT 100_LAB_IT-1A,Wednesday,11:00,15:00,LAB-008,TBA
IT-1A,IT 101,IT 101_LEC_IT-1A,Tuesday,11:30,13:30,LAB-005,TBA
IT-1A,IT 101,IT 101_LEC_IT-1A,Monday,13:30,14:30,LAB-008,TBA
IT-1A,IT 101,IT 101_LAB_IT-1A,Friday,14:00,17:00,LAB-007,TBA
IT-1A,GEC 1,GEC 1_LEC_IT-1A,Thursday,14:00,15:00,LEC-010,TBA
IT-1A,GEC 1,GEC 1_LEC_IT-1A,Tuesday,14:00,15:00,LEC-004,TBA
IT-1A,GEC 1,GEC 1_LEC_IT-1A,Wednesday,16:00,17:00,LAB-007,TBA
IT-1A,GEC 2,GEC 2_LEC_IT-1A,Wednesday,10:00,11:00,LEC-005,TBA
IT-1A,GEC 2,GEC 2_LEC_IT-1A,Thursday,10:00,11:00,LEC-005,TBA
IT-1A,GEC 2,GEC 2_LEC_IT-1A,Friday,08:00,09:00,LEC-007,TBA
IT-1A,GEC 3,GEC 3_LEC_IT-1A,Tuesday,09:30,10:30,LEC-004,TBA
IT-1A,GEC 3,GEC 3_LEC_IT-1A,Tuesday,16:00,17:00,LEC-004,TBA
IT-1A,GEC 3,GEC 3_LEC_IT-1A,Friday,09:00,10:00,LAB-009,TBA
IT-1A,PathFit 1,PathFit 1_LEC_IT-1A,Thursday,13:00,14:00,LEC-009,TBA
IT-1A,PathFit 1,PathFit 1_LEC_IT-1A,Monday,10:00,11:00,LEC-007,TBA
IT-1A,NSTP 1,NSTP 1_LEC_IT-1A,Monday,11:30,13:30,LEC-004,TBA
IT-1A,NSTP 1,NSTP 1_LEC_IT-1A,Tuesday,15:00,16:00,LAB-006,TBA
IT-1A,NSTP 1,NSTP 1_LEC_IT-1A,Wednesday,08:00,09:00,LEC-008,TBA
