Program-Year-Block,Course,Component,Day,Start,End,Room,Instructor
IT-2B,IT 105,IT 105_LEC_IT-2B,Wednesday,10:00,11:00,LAB-008,TBA
IT-2B,IT 105,IT 105_LEC_IT-2B,Tuesday,10:00,11:00,LEC-003,TBA
IT-2B,IT 105,IT 105_LAB_IT-2B,Friday,08:00,11:00,LAB-007,TBA
IT-2B,IT 106,IT 106_LEC_IT-2B,Thursday,15:00,16:00,LAB-007,TBA
IT-2B,IT 106,IT 106_LEC_IT-2B,Thursday,08:00,09:00,LAB-010,TBA
IT-2B,IT 106,IT 106_LEC_IT-2B,Wednesday,16:00,17:00,LAB-009,TBA
IT-2B,IT 107,IT 107_LEC_IT-2B,Thursday,11:30,13:30,LAB-002,TBA
IT-2B,IT 107,IT 107_LEC_IT-2B,Friday,11:00,12:00,LAB-005,TBA
IT-2B,IT 107,IT 107_LAB_IT-2B,Tuesday,11:00,15:00,LAB-010,TBA
IT-2B,IT 108,IT 108_LEC_IT-2B,Wednesday,08:00,09:00,LEC-009,TBA
IT-2B,IT 108,IT 108_LEC_IT-2B,Friday,13:00,14:00,LAB-005,TBA
IT-2B,IT 108,IT 108_LAB_IT-2B,Friday,14:00,17:00,LAB-001,TBA
IT-2B,GEC 6,GEC 6_LEC_IT-2B,Thursday,13:30,14:30,LAB-003,TBA
IT-2B,GEC 6,GEC 6_LEC_IT-2B,Monday,13:30,14:30,LAB-006,TBA
IT-2B,GEC 6,GEC 6_LEC_IT-2B,Wednesday,13:30,14:30,LEC-008,TBA
IT-2B,GE Elec 2,GE Elec 2_LEC_IT-2B,Monday,14:30,15:30,LAB-009,TBA
IT-2B,GE Elec 2,GE Elec 2_LEC_IT-2B,Wednesday,15:00,16:00,LAB-009,TBA
IT-2B,GE Elec 2,GE Elec 2_LEC_IT-2B,Wednesday,11:00,12:00,LAB-006,TBA
IT-2B,GE Elec 3,GE Elec 3_LEC_IT-2B,Tuesday,09:00,10:00,LEC-010,TBA
IT-2B,GE Elec 3,GE Elec 3_LEC_IT-2B,Thursday,16:00,17:00,LAB-001,TBA
IT-2B,GE Elec 3,GE Elec 3_LEC_IT-2B,Thursday,09:30,10:30,LAB-005,TBA
IT-2B,PathFit 3,PathFit 3_LEC_IT-2B,Monday,11:00,12:00,LEC-006,TBA
IT-2B,PathFit 3,PathFit 3_LEC_IT-2B,Tuesday,08:00,09:00,LEC-003,TBA
