Program-Year-Block,Course,Component,Day,Start,End,Room,Instructor
IS-1A,IS 100,IS 100_LEC_IS-1A,Wednesday,08:00,09:00,LEC-002,TBA
IS-1A,IS 100,IS 100_LEC_IS-1A,Friday,13:00,14:00,LEC-008,TBA
IS-1A,IS 100,IS 100_LAB_IS-1A,Tuesday,08:00,11:00,LAB-003,TBA
IS-1A,IS 101,IS 101_LEC_IS-1A,Tuesday,15:00,16:00,LAB-002,TBA
IS-1A,IS 101,IS 101_LEC_IS-1A,Tuesday,16:00,17:00,LAB-002,TBA
IS-1A,IS 101,IS 101_LEC_IS-1A,Friday,08:00,09:00,LEC-001,TBA
IS-1A,GEC 1,GEC 1_LEC_IS-1A,Monday,13:00,14:00,LAB-002,TBA
IS-1A,GEC 1,GEC 1_LEC_IS-1A,Thursday,11:30,13:30,LEC-011,TBA
IS-1A,GEC 1,GEC 1_LEC_IS-1A,Wednesday,14:00,15:00,LEC-004,TBA
IS-1A,GEC 2,GEC 2_LEC_IS-1A,Wednesday,15:00,16:00,LEC-001,TBA
IS-1A,GEC 2,GEC 2_LEC_IS-1A,Thursday,10:00,11:00,LEC-005,TBA
IS-1A,GEC 2,GEC 2_LEC_IS-1A,Friday,10:00,11:00,LAB-005,TBA
IS-1A,GEC 3,GEC 3_LEC_IS-1A,Thursday,14:00,15:00,LEC-003,TBA
IS-1A,GEC 3,GEC 3_LEC_IS-1A,Friday,15:00,16:00,LEC-001,TBA
IS-1A,GEC 3,GEC 3_LEC_IS-1A,Tuesday,14:00,15:00,LEC-003,TBA
IS-1A,PathFit 1,PathFit 1_LEC_IS-1A,Monday,08:00,09:00,LEC-009,TBA
IS-1A,PathFit 1,PathFit 1_LEC_IS-1A,Monday,15:00,16:00,LEC-006,TBA
IS-1A,NSTP 1,NSTP 1_LEC_IS-1A,Thursday,15:00,16:00,LEC-004,TBA
IS-1A,NSTP 1,NSTP 1_LEC_IS-1A,Tuesday,11:00,12:00,LEC-001,TBA
IS-1A,NSTP 1,NSTP 1_LEC_IS-1A,Wednesday,10:00,11:00,LEC-004,TBA
