Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IS 201,Enterprise Architecture,13:00-14:00,T,NB-101,2,1,3,5,4.25,TBA,IS-2B
IS 201,Enterprise Architecture,13:00-14:00,W,NB-101,2,1,3,5,4.25,TBA,IS-2B
IS 202,Data and Information Management,09:00-11:00,TH,NB-203,2,1,3,5,4.25,TBA,IS-2B
IS 203,Financial Management,14:30-16:00,TH,NB-303,3,0,3,3,3.0,TBA,IS-2B
IS 203,Financial Management,14:30-16:00,T,NB-303,3,0,3,3,3.0,TBA,IS-2B
GEC 6,"Science, Technology and Society",09:00-10:00,M,AB-201,3,0,3,3,3.0,TBA,IS-2B
GEC 6,"Science, Technology and Society",09:00-10:00,F,AB-201,3,0,3,3,3.0,TBA,IS-2B
GEC 6,"Science, Technology and Society",09:00-10:00,W,AB-201,3,0,3,3,3.0,TBA,IS-2B
GE Elec 2,Etika,16:00-17:00,M,LIB-CL,3,0,3,3,3.0,TBA,IS-2B
GE Elec 2,Etika,16:00-17:00,W,LIB-CL,3,0,3,3,3.0,TBA,IS-2B
GE Elec 2,Etika,16:00-17:00,F,LIB-CL,3,0,3,3,3.0,TBA,IS-2B
PathFit 3,"Dance, Sports, Martial Arts, Group Exercise, Outdoor and Adventure Activities",09:00-11:00,T,AB-102,2,0,2,2,2.0,TBA,IS-2B
