Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IS 401,IS Project 2,09:30-11:00,W,OB-L2,2,1,3,5,4.25,TBA,IS-4A
IS 401,IS Project 2,09:30-11:00,T,OB-L2,2,1,3,5,4.25,TBA,IS-4A
IS 402,IS Implementation and Maintenance,15:00-16:00,W,AB-102,3,0,3,3,3.0,TBA,IS-4A
IS 402,IS Implementation and Maintenance,15:00-16:00,F,AB-102,3,0,3,3,3.0,TBA,IS-4A
IS 402,IS Implementation and Maintenance,15:00-16:00,M,AB-102,3,0,3,3,3.0,TBA,IS-4A
IS 403,Social and Professional Issues in IS,13:00-14:30,T,NB-303,3,0,3,3,3.0,TBA,IS-4A
IS 403,Social and Professional Issues in IS,13:00-14:30,W,NB-303,3,0,3,3,3.0,TBA,IS-4A
ISELECT 004,IS Elective 4 (Management),16:00-17:00,W,OB-L3,2,1,3,5,4.25,TBA,IS-4A
ISELECT 004,IS Elective 4 (Management),16:00-17:00,M,OB-L3,2,1,3,5,4.25,TBA,IS-4A
ISELECT 004,IS Elective 4 (Management),16:00-17:00,F,OB-L3,2,1,3,5,4.25,TBA,IS-4A
