Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IT 124,Social and Professional Issues in Computing,13:00-14:00,F,LEC-006,3,0,3,3,3.0,TBA,IT-4B
IT 124,Social and Professional Issues in Computing,15:00-16:00,M,LEC-008,3,0,3,3,3.0,TBA,IT-4B
IT 124,Social and Professional Issues in Computing,13:00-14:00,M,LEC-007,3,0,3,3,3.0,TBA,IT-4B
IT 125,Capstone Project and Research 2,08:00-10:00,TH,LAB-002,2,1,3,5,4.25,TBA,IT-4B
IT 126,Cyber Security Principle,08:00-09:00,F,LEC-001,3,0,3,3,3.0,TBA,IT-4B
IT 126,Cyber Security Principle,16:00-17:00,M,LEC-003,3,0,3,3,3.0,TBA,IT-4B
IT 126,Cyber Security Principle,14:00-15:00,W,LEC-005,3,0,3,3,3.0,TBA,IT-4B
IT 127,Global Professional Practice,11:00-12:00,M,LEC-006,3,0,3,3,3.0,TBA,IT-4B
IT 127,Global Professional Practice,15:00-16:00,F,LEC-009,3,0,3,3,3.0,TBA,IT-4B
IT 127,Global Professional Practice,14:00-15:00,M,LEC-009,3,0,3,3,3.0,TBA,IT-4B
ITELECT 003,IT Elective 3*,15:00-17:00,W,LAB-003,2,1,3,5,4.25,TBA,IT-4B
ITELECT 004,IT Elective 4*,11:00-12:00,F,LEC-006,3,0,3,3,3.0,TBA,IT-4B
ITELECT 004,IT Elective 4*,09:00-10:00,W,LEC-011,3,0,3,3,3.0,TBA,IT-4B
ITELECT 004,IT Elective 4*,09:00-10:00,M,LEC-002,3,0,3,3,3.0,TBA,IT-4B
