Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IS 201,Enterprise Architecture,09:00-11:00,F,LAB-001,2,1,3,5,4.25,TBA,IS-2A
IS 202,Data and Information Management,08:00-10:00,T,LAB-002,2,1,3,5,4.25,TBA,IS-2A
IS 203,Financial Management,13:00-14:00,W,LEC-005,3,0,3,3,3.0,TBA,IS-2A
IS 203,Financial Management,11:00-12:00,W,LEC-003,3,0,3,3,3.0,TBA,IS-2A
IS 203,Financial Management,14:00-15:00,F,LEC-005,3,0,3,3,3.0,TBA,IS-2A
GEC 6,"Science, Technology and Society",13:00-14:30,T,LEC-007,3,0,3,3,3.0,TBA,IS-2A
GEC 6,"Science, Technology and Society",14:30-16:00,TH,LEC-002,3,0,3,3,3.0,TBA,IS-2A
GE Elec 2,Etika,15:00-16:00,W,LEC-007,3,0,3,3,3.0,TBA,IS-2A
GE Elec 2,Etika,14:00-15:00,W,LEC-008,3,0,3,3,3.0,TBA,IS-2A
GE Elec 2,Etika,16:00-17:00,M,LEC-004,3,0,3,3,3.0,TBA,IS-2A
PathFit 3,"Dance, Sports, Martial Arts, Group Exercise, Outdoor and Adventure Activities",09:00-11:00,TH,LEC-011,2,0,2,2,2.0,TBA,IS-2A
