Course Code,Course Title,Time,Days,Room,Lec,Lab,Units,No. of Hours,ETL Units,Instructor/Professor,Program-Year-Block
IT 124,Social and Professional Issues in Computing,09:00-10:00,M,LEC-001,3,0,3,3,3.0,TBA,IT-4A
IT 124,Social and Professional Issues in Computing,15:00-16:00,M,LEC-001,3,0,3,3,3.0,TBA,IT-4A
IT 124,Social and Professional Issues in Computing,11:00-12:00,M,LEC-007,3,0,3,3,3.0,TBA,IT-4A
IT 125,Capstone Project and Research 2,13:00-15:00,TH,LAB-004,2,1,3,5,4.25,TBA,IT-4A
IT 126,Cyber Security Principle,10:00-11:00,M,LEC-007,3,0,3,3,3.0,TBA,IT-4A
IT 126,Cyber Security Principle,16:00-17:00,F,LEC-007,3,0,3,3,3.0,TBA,IT-4A
IT 126,Cyber Security Principle,08:00-09:00,F,LEC-004,3,0,3,3,3.0,TBA,IT-4A
IT 127,Global Professional Practice,09:00-10:00,F,LEC-007,3,0,3,3,3.0,TBA,IT-4A
IT 127,Global Professional Practice,14:00-15:00,M,LEC-001,3,0,3,3,3.0,TBA,IT-4A
IT 127,Global Professional Practice,15:00-16:00,W,LEC-009,3,0,3,3,3.0,TBA,IT-4A
ITELECT 003,IT Elective 3*,09:00-11:00,W,LAB-005,2,1,3,5,4.25,TBA,IT-4A
ITELECT 004,IT Elective 4*,15:00-16:00,F,LEC-005,3,0,3,3,3.0,TBA,IT-4A
ITELECT 004,IT Elective 4*,10:00-11:00,F,LEC-008,3,0,3,3,3.0,TBA,IT-4A
ITELECT 004,IT Elective 4*,16:00-17:00,M,LEC-009,3,0,3,3,3.0,TBA,IT-4A
